Player,Player_ID,Pos,Age,Exp,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,AST% 3-4-5,OBPM 3-4-5,Yr
Aaron McKie,243,2,24,V,TOT,83,1625,12.1,0.524,0.282,0.301,3.1,13.2,8.3,15.4,2.6,1.1,17.9,14.7,1,2.4,3.5,0.103,-1.4,1.7,0.3,0.9,22.5,-0.2,1997
Aaron Williams,1425,5,34,V,TOT,48,791,11.6,0.551,0,0.33,9.4,18.2,13.6,3.6,1.2,2.2,13,13.7,0.8,0.8,1.6,0.096,-2.2,0.2,-2,0,-1,-10,2006
Aaron Williams,1425,5,32,V,NJN,72,1337,13.2,0.549,0.009,0.453,8.9,17,13,10.4,1.4,2.7,17.8,17.5,1.1,2.3,3.4,0.122,-2.4,1.6,-0.9,0.4,3.7,-3.1,2004
Aaron Williams,1425,5,31,V,NJN,81,1597,11.9,0.504,0.002,0.296,9.8,13.9,11.8,9,0.9,2.7,14.6,16.4,1.2,2.4,3.7,0.11,-2.3,1.3,-1,0.4,3.5,-3.3,2003
Aaron Williams,1425,4,30,V,NJN,82,1546,15.2,0.568,0.005,0.424,8.3,16.4,12.3,8.1,1,3.5,13.2,17.4,2.4,2.5,5,0.154,-1.3,1.3,0.1,0.8,7.4,-2.8,2002
Aaron Williams,1425,4,29,V,NJN,82,2336,15.1,0.533,0.003,0.477,10.1,19.2,14.5,6.5,1.3,3.6,14.4,17.8,2.9,2.3,5.2,0.107,-1.5,0.9,-0.5,0.9,9.1,-2.7,2001
Aaron Williams,1425,4,28,V,WAS,81,1545,17.7,0.572,0.007,0.447,11.7,18.9,15.2,6.2,1.4,4.3,12.9,17.8,3.2,1.6,4.8,0.15,0.3,1.2,1.5,1.4,9.1,-2,2000
Aaron Williams,1425,4,26,V,SEA,65,757,13.4,0.575,0.005,0.386,7.7,15.4,11.6,3,1.3,3.8,16.3,18.8,0.7,1,1.7,0.105,-3.4,-0.5,-3.8,-0.4,6.9,-0.9,1998
Aaron Williams,1425,4,25,R,TOT,33,563,16.4,0.599,0.007,0.331,12.6,16.9,14.7,4.7,1.5,3.9,15.9,16.6,0.7,0.4,1.1,0.098,-1.7,-0.4,-2,0,6.5,-0.9,1997
Abdel Nader,1627846,3,25,V,OKC,61,694,8.8,0.522,0.465,0.167,2,15.7,8.6,3.8,1.3,1.5,10.1,15.1,0,0.9,0.9,0.062,-4.2,-0.9,-5.1,-0.5,N/A,N/A,2019
Abdel Nader,1627846,3,24,R,BOS,48,522,5.1,0.439,0.436,0.262,2.8,12,7.4,7.1,1.4,1.6,17,17.1,-0.9,0.8,-0.1,-0.014,-5.9,0.3,-5.6,-0.5,N/A,N/A,2018
Acie Earl,768,5,26,V,TOT,47,500,10.7,0.433,0.028,0.467,8,14.7,11.3,6.7,1.6,4.5,13.9,22.7,-0.5,0.5,0,-0.004,-6.2,-0.4,-6.6,-0.6,-1,-10,1997
Acie Law IV,201151,1,26,V,TOT,51,726,9.9,0.502,0.194,0.344,1.9,8.2,5,16.3,2.2,0,16.7,15.7,0.1,0.3,0.4,0.027,-3,-1.9,-4.8,-0.5,-1,-10,2011
Acie Law IV,201151,1,24,V,ATL,55,560,10.6,0.49,0.209,0.432,1.3,10.9,6.1,23.4,1.1,0.4,14.9,16.3,0.3,0.4,0.7,0.062,-3,-2,-5,-0.4,-1,-10,2009
Acie Law IV,201151,1,23,R,ATL,56,865,7.7,0.455,0.143,0.203,1.6,6,3.8,20.4,1.8,0,17.8,16.5,-0.5,0.4,-0.1,-0.007,-4.1,-2.6,-6.7,-1,16.6,-2.4,2008
Adam Keefe,228,4,30,V,GSW,67,836,9.7,0.45,0.019,0.396,10.5,16.4,13.3,6.5,1.7,1.7,17.6,11.5,0.1,0.5,0.6,0.032,-3.9,0.2,-3.7,-0.3,-1,-10,2001
Adam Keefe,228,5,29,V,UTA,62,604,7.6,0.463,0.008,0.277,9.3,18,13.7,8.5,1.5,1.7,24,14.7,-0.4,0.8,0.4,0.03,-4.3,1.5,-2.8,-0.1,-1,-10,2000
Adam Keefe,228,4,28,V,UTA,44,642,12.2,0.533,0.032,0.718,10.5,16.1,13.5,7.2,1.4,1.4,16.8,14.6,0.8,0.9,1.7,0.126,-1.5,1,-0.4,0.2,-1,-10,1999
Adam Keefe,228,5,27,V,UTA,80,2047,14.5,0.605,0,0.472,11.6,14.8,13.3,6.7,1.4,0.9,12.2,13.2,4.8,1.7,6.5,0.153,1.9,0.4,2.3,2.2,7.3,-4,1998
Adam Keefe,228,5,26,V,UTA,62,915,11.7,0.572,0.006,0.644,10.9,18.2,14.7,5,1.7,1.2,18,12.7,1,1.3,2.3,0.118,-1.1,0.9,-0.2,0.4,7.3,-3.3,1997
Adam Morrison,200747,3,24,V,TOT,52,711,5.7,0.448,0.43,0.103,3.1,10.6,6.9,9.4,0.7,0.5,12.1,17.5,-0.6,0.6,0,0.001,-3.8,-1.7,-5.5,-0.6,-1,-10,2009
Adam Morrison,200747,4,22,R,CHA,78,2326,7.9,0.45,0.273,0.179,2.7,9.2,5.9,11.9,0.6,0.2,11.3,22.4,-2.2,0.8,-1.5,-0.03,-3,-2.5,-5.5,-2,9.9,-4,2007
Adonal Foyle,1502,5,32,V,ORL,82,774,9.9,0.464,0,0.222,11,19.6,15.5,3.4,1.1,4.2,16,11.8,0,1.3,1.3,0.08,-4.4,2.4,-2,0,-1,-10,2008
Adonal Foyle,1502,5,30,V,GSW,77,1824,10.3,0.524,0,0.223,8.5,17.6,13,2.8,1.2,5.1,19.5,10,0.3,2.5,2.8,0.075,-4.1,3.5,-0.6,0.6,3.3,-4.3,2006
Adonal Foyle,1502,5,29,V,GSW,78,1700,12.7,0.514,0,0.232,10.1,17.7,13.7,4.9,0.8,6.7,14.5,10.4,1.2,2.2,3.4,0.096,-3.4,3.8,0.4,1,4.1,-3.9,2005
Adonal Foyle,1502,5,28,V,GSW,44,572,13,0.471,0,0.269,10.6,22.3,16.4,4.8,0.6,5.8,12.6,13.4,0.3,0.8,1.1,0.093,-3.8,2.1,-1.7,0,3.3,-4,2004
Adonal Foyle,1502,5,27,V,GSW,82,1787,15.3,0.563,0.003,0.301,10.6,18.5,14.6,3.1,1.1,7.6,15.7,11,2.3,1.7,4,0.106,-1.2,2.7,1.5,1.6,4,-3.7,2003
Adonal Foyle,1502,5,26,V,GSW,79,1485,12.5,0.445,0,0.242,10.6,17.3,13.9,4.3,1.2,7.7,15.1,14.2,-0.4,1.6,1.2,0.039,-3.9,2.7,-1.2,0.3,3.9,-3.8,2002
Adonal Foyle,1502,5,25,V,GSW,58,1457,12.4,0.422,0,0.181,10.5,19.7,14.7,5.2,1.1,7.6,16.3,14,-0.8,1.5,0.7,0.022,-4.8,3.2,-1.6,0.2,4.1,-2.5,2001
Adonal Foyle,1502,5,24,V,GSW,76,1654,12.3,0.5,0,0.237,10.4,16.9,13.5,4,0.8,5.8,14.5,12.5,0.7,1.2,1.9,0.055,-3.3,1.6,-1.7,0.1,3.8,-2.7,2000
Adonal Foyle,1502,5,23,V,GSW,44,614,12.3,0.45,0,0.421,13.5,20.5,16.9,4.7,1.3,5.2,17.8,12.6,0.1,1,1.1,0.087,-3.8,3.3,-0.5,0.2,4.1,-3.2,1999
Adonal Foyle,1502,5,22,R,GSW,55,656,9.2,0.418,0.006,0.365,11.5,18.6,15,3.5,1,5.4,20.2,16.4,-1,0.9,-0.1,-0.009,-6.9,1.6,-5.4,-0.6,4.5,-4,1998
Adreian Payne,203940,4,23,R,TOT,32,739,7.7,0.443,0.041,0.209,7.2,18.2,12.5,6.4,1.3,1,15.5,17,-0.7,0.2,-0.5,-0.033,-4.6,-1.3,-5.9,-0.7,6.1,-1.6,2015
Adrian Caldwell,154,4,30,V,TOT,45,569,7.5,0.443,0.022,0.543,10.7,21.6,16,3.1,1.4,1,19.7,10.6,-0.2,0.4,0.2,0.016,-5.2,-0.9,-6.1,-0.6,-1,-10,1997
Adrian Griffin,1559,3,32,V,CHI,54,585,10.7,0.499,0.047,0.147,7.9,13.4,10.6,15.2,2.8,0.5,21.7,13.3,0.1,1.2,1.3,0.103,-2.5,2.8,0.3,0.3,-1,-10,2007
Adrian Griffin,1559,2,31,V,DAL,52,1245,11.6,0.521,0.01,0.26,7.4,14.4,11,10.8,2.2,0.6,14.6,10,1.4,1.5,2.9,0.113,0.2,2.2,2.3,1.4,-1,-10,2006
Adrian Griffin,1559,3,30,V,CHI,69,667,10.7,0.419,0.056,0.273,8.8,15.7,12.2,12.6,3.3,0.4,14.3,14.1,-0.1,1.4,1.3,0.095,-3.2,3.6,0.3,0.4,14.5,-3.1,2005
Adrian Griffin,1559,2,28,V,DAL,74,1373,11.5,0.463,0.071,0.095,7.1,14.1,10.6,11,2.9,0.3,11.8,13.2,0.9,1.9,2.9,0.1,-1.1,2,0.9,1,12.3,-1.4,2003
Adrian Griffin,1559,2,27,V,DAL,58,1383,14.2,0.545,0.15,0.136,5.6,12.7,9.2,11.3,2.8,0.6,9.9,13.8,2.3,1.2,3.5,0.121,1.1,1.3,2.4,1.5,11.4,-1.4,2002
Adrian Griffin,1559,2,25,R,BOS,72,1927,12.6,0.503,0.138,0.383,7.2,15.2,11,13.4,3.1,0.6,16.2,13,1.8,2.1,3.9,0.098,-0.3,2,1.7,1.8,11.2,-0.3,2000
Al Harrington,1733,4,33,V,WAS,34,511,9.7,0.506,0.483,0.169,3.3,15,9.1,8.7,1.4,0,13.3,22.7,-0.2,0.5,0.4,0.035,-2.2,-2.4,-4.6,-0.3,-1,-10,2014
Al Harrington,1733,4,31,V,DEN,64,1761,15.3,0.535,0.392,0.228,4.9,20.4,12.9,8.2,1.7,0.5,11.6,24.4,1.6,1.6,3.2,0.088,0.8,-1.3,-0.5,0.6,-1,-10,2012
Al Harrington,1733,4,30,V,DEN,73,1665,12.3,0.527,0.486,0.173,5.4,17.2,11.5,9.6,1.2,0.5,12.7,22.3,0.6,1.5,2.1,0.06,0.2,-1.2,-1.1,0.4,9.6,-2.1,2011
Al Harrington,1733,4,29,V,NYK,72,2195,16.8,0.546,0.397,0.308,4.5,16.7,10.5,8.6,1.4,0.9,10.1,26.8,2.2,1.3,3.5,0.077,0.7,-2.6,-1.9,0.1,8.6,0,2010
Al Harrington,1733,4,28,V,TOT,73,2546,15.9,0.547,0.388,0.243,4.1,15.8,9.8,6.8,1.7,0.6,10.7,25.7,1.9,2,3.9,0.073,0.6,-1.7,-1.1,0.6,9.1,0.4,2009
Al Harrington,1733,5,27,V,GSW,81,2190,15.6,0.547,0.442,0.206,5,16.9,10.7,8.9,1.6,0.5,8.2,21.1,3.7,1.7,5.4,0.118,1.6,-1.6,-0.1,1.1,8.8,0.6,2008
Al Harrington,1733,4,26,V,TOT,78,2563,14.8,0.54,0.271,0.223,6.5,15.4,10.9,9.8,1.3,0.7,12.4,23.1,2,2.2,4.3,0.08,0.3,-1.1,-0.8,0.7,8.1,0.5,2007
Al Harrington,1733,4,25,V,ATL,76,2782,16,0.513,0.157,0.287,5.5,17.4,11.3,15.8,1.6,0.4,12.4,25.6,2.6,1.2,3.8,0.065,0.5,-1.6,-1.1,0.6,8,0.9,2006
Al Harrington,1733,3,24,V,ATL,66,2550,14.4,0.508,0.075,0.356,6.3,15.2,10.5,14.5,1.8,0.5,15.2,23.6,0.6,1,1.6,0.03,-0.5,-0.8,-1.3,0.4,8.5,0.8,2005
Al Harrington,1733,4,23,V,IND,79,2441,14.9,0.514,0.085,0.277,7.8,16.9,12.3,10.3,1.8,0.7,13.8,22.9,1.8,4.1,5.9,0.116,-0.6,1,0.4,1.5,11.7,0.7,2004
Al Harrington,1733,3,22,V,IND,82,2467,12.4,0.493,0.051,0.306,7.4,15.7,11.6,8.8,1.5,1,13.8,21.6,0.7,3.2,3.9,0.075,-2,0.2,-1.8,0.1,13.4,0.1,2003
Al Harrington,1733,4,21,V,IND,44,1313,14.3,0.526,0.006,0.298,8.5,15.1,11.9,7.3,1.6,1.1,12.5,21.6,1.2,1.4,2.6,0.094,-1,-0.2,-1.2,0.3,13.6,-0.2,2002
Al Harrington,1733,4,20,V,IND,78,1892,10.2,0.479,0.013,0.289,7.4,15.2,11.4,11.8,1.8,0.7,19.5,18.8,-1,2.2,1.2,0.031,-3.2,0.7,-2.5,-0.2,11.2,-1,2001
Al Harrington,1733,4,19,R,IND,50,854,10.8,0.524,0.129,0.42,6.4,14.2,10.4,7.1,1.5,0.7,17.2,20.1,0.1,0.9,1,0.057,-2.3,-0.3,-2.6,-0.1,9.1,-1.2,2000
Al Horford,201143,5,32,V,BOS,68,1973,20.2,0.605,0.281,0.131,6.5,18.3,12.4,21.2,1.4,3.9,11.8,18.9,4.5,2.9,7.5,0.181,2.1,2.7,4.8,3.4,N/A,N/A,2019
Al Horford,201143,5,31,V,BOS,72,2277,17.6,0.575,0.3,0.159,5,20.2,12.7,23.6,0.9,2.9,14.1,18.4,4,3.8,7.8,0.165,1.1,2.9,4,3.5,N/A,N/A,2018
Al Horford,201143,5,30,V,BOS,68,2193,17.7,0.553,0.302,0.169,4.9,18.6,11.8,24.4,1.2,3.3,11.9,19.8,3.6,2.7,6.3,0.137,1,2.1,3.1,2.8,N/A,N/A,2017
Al Horford,201143,5,29,V,ATL,82,2631,19.4,0.565,0.244,0.123,6.3,18.2,12.4,16.7,1.3,3.6,8.8,20.6,4.9,4.5,9.4,0.172,1.5,2.6,4.1,4.1,N/A,N/A,2016
Al Horford,201143,5,28,V,ATL,76,2318,21.4,0.563,0.037,0.146,6.7,19.8,13.4,18.6,1.5,3.5,8.9,22.2,5.1,3.6,8.7,0.179,1.3,2.5,3.8,3.4,23.1,1.4,2015
Al Horford,201143,5,27,V,ATL,29,958,22,0.588,0.026,0.202,8,21.4,14.8,15.2,1.4,3.6,12.3,24.7,1.5,1.3,2.8,0.141,0.8,2,2.8,1.1,21.3,1.2,2014
Al Horford,201143,5,26,V,ATL,74,2756,19.8,0.56,0.006,0.196,8.2,23,15.7,15.3,1.5,2.2,11.3,21.8,4.7,4.1,8.8,0.153,0.7,2.4,3.1,3.5,19.7,1.3,2013
Al Horford,201143,5,24,V,ATL,77,2704,20.7,0.587,0.004,0.204,8.2,23.7,16,17.5,1.2,2.3,10.6,19.7,6.4,3.7,10.1,0.179,2,2.4,4.4,4.4,16.6,0.9,2011
Al Horford,201143,5,23,V,ATL,81,2845,19.4,0.594,0.001,0.319,9.6,23.3,16.4,10.4,1.1,2.4,11.2,17.6,6.9,3.9,10.9,0.183,1.5,1.9,3.3,3.8,15,0.7,2010
Al Horford,201143,5,22,V,ATL,67,2242,17,0.565,0.002,0.345,7.6,25,16.3,11.9,1.3,3.3,13.1,16.4,3.3,3.5,6.8,0.145,-0.7,3.1,2.3,2.5,16.1,1.3,2009
Al Horford,201143,5,21,R,ATL,81,2540,14.7,0.539,0.007,0.317,11.4,24.5,18,7.9,1.2,2.2,15.3,16,2.4,3,5.5,0.103,-1.3,1.1,-0.2,1.2,13.7,1.7,2008
Al Jefferson,2744,5,32,V,IND,66,931,18.9,0.526,0.002,0.18,9.2,24.2,16.8,11,1,1.5,6.1,26.1,1.2,1.1,2.3,0.119,-1.5,-1.5,-3.1,-0.3,N/A,N/A,2017
Al Jefferson,2744,5,31,V,CHO,47,1096,18.2,0.507,0,0.22,5.6,24.6,15,11.8,1.4,3,5.8,24.2,1,1.8,2.8,0.123,-2.3,1.2,-1.1,0.2,N/A,N/A,2016
Al Jefferson,2744,5,30,V,CHO,65,1992,19.7,0.5,0.005,0.163,5.3,25.5,15.1,11.6,1.2,3.3,5.9,26.3,1.3,3.4,4.7,0.113,-1.3,1.6,0.2,1.1,10.6,-1.6,2015
Al Jefferson,2744,5,29,V,CHA,73,2553,22.7,0.532,0.011,0.201,6.9,28.3,17.5,12.8,1.4,2.4,7.6,29.3,3.1,4.7,7.8,0.146,0.3,1.5,1.8,2.5,11.2,-1.9,2014
Al Jefferson,2744,5,28,V,UTA,78,2578,20.9,0.522,0.014,0.176,7,25.9,16.3,12,1.6,2.7,7.3,25.3,4.3,3.3,7.7,0.143,0.5,1,1.5,2.2,11.5,-1.6,2013
Al Jefferson,2744,5,27,V,UTA,61,2075,22.8,0.52,0.004,0.169,7.3,25.3,16.2,12.1,1.2,3.9,5.2,25.7,4.9,2.5,7.5,0.173,1.7,1.3,3,2.6,12.2,-0.8,2012
Al Jefferson,2744,5,26,V,UTA,82,2940,20.1,0.528,0,0.219,9.6,23.2,16.3,9.2,0.8,4.2,6.8,24.2,5.1,2.7,7.8,0.128,0,0.1,0.1,1.5,12.2,-0.1,2011
Al Jefferson,2744,5,25,V,MIN,76,2463,19,0.524,0.004,0.236,8,24.2,16,10,1.3,3,9.9,24.3,2.3,2.3,4.6,0.09,-0.9,0.5,-0.4,1,12.3,0.8,2010
Al Jefferson,2744,5,24,V,MIN,50,1836,23.1,0.532,0.004,0.258,10.6,24.9,17.5,8.8,1.1,3.5,7.8,28.9,2.9,2,4.9,0.128,0.6,0.1,0.7,1.2,11,0.6,2009
Al Jefferson,2744,5,23,V,MIN,82,2919,22.7,0.535,0.003,0.273,11.9,24.7,18.1,7.5,1.3,3.2,9.4,27.5,4.8,2.9,7.7,0.127,0.6,-0.3,0.3,1.7,10.3,0.2,2008
Al Jefferson,2744,5,22,V,BOS,69,2319,19.8,0.547,0.001,0.334,12,27.4,19.5,7.2,1.1,3.5,11.8,22.4,3.3,3.3,6.6,0.137,-0.5,1,0.6,1.5,9.4,-0.2,2007
Al Jefferson,2744,4,21,V,BOS,59,1062,16.2,0.53,0.011,0.354,11.4,22.6,17.2,5,1.5,3.3,12.4,21.6,0.9,1.5,2.3,0.105,-2.6,-0.4,-3.1,-0.3,8.7,0.1,2006
Al Jefferson,2744,4,20,R,BOS,71,1051,16.6,0.554,0.008,0.366,13.5,21,17.3,3.9,1.1,3.9,13.3,21.2,1.3,1.4,2.7,0.123,-1.7,-0.9,-2.7,-0.2,7.8,0.2,2005
Al Thornton,201154,SF-PF,27,V,TOT,71,1383,11.7,0.531,0.06,0.329,4.5,13.4,8.8,7.2,1.3,0.7,11.5,17.8,1,0.6,1.6,0.054,-2.5,-1.8,-4.3,-0.8,-1,-10,2011
Al Thornton,201154,3,26,V,TOT,75,2079,11.8,0.523,0.046,0.312,6.4,10,8.2,7.1,1.1,1.3,11.7,19,1.2,1,2.2,0.05,-1.9,-0.8,-2.7,-0.4,-1,-10,2010
Al Thornton,201154,3,25,V,LAC,71,2654,12.6,0.502,0.075,0.298,5.2,11,8,6.9,1.2,1.7,9.9,22.6,0.2,1,1.3,0.023,-2.3,-1.2,-3.5,-1,-1,-10,2009
Al Thornton,201154,4,24,R,LAC,79,2158,12.7,0.504,0.149,0.331,5.2,14,9.6,8.4,1.1,1.5,11.4,24.1,-0.5,1.6,1.1,0.025,-2.5,-1.3,-3.8,-1,7.1,-2.1,2008
Al-Farouq Aminu,202329,4,28,V,POR,81,2292,13.2,0.568,0.472,0.292,5.3,22.6,14.2,6,1.4,1.2,9.7,13.7,3,2.8,5.8,0.121,0.1,0.8,0.9,1.7,N/A,N/A,2019
Al-Farouq Aminu,202329,4,27,V,POR,69,2072,12,0.522,0.582,0.137,5.2,22.3,13.8,5.8,1.9,1.6,11.3,14.8,0.9,3.2,4.2,0.097,-0.8,1.9,1.1,1.6,N/A,N/A,2018
Al-Farouq Aminu,202329,3,26,V,POR,61,1773,11.3,0.506,0.455,0.292,4.8,23.5,14.1,7.9,1.7,2,15.2,15.4,-0.1,2,1.9,0.051,-2.3,1.2,-1.1,0.4,N/A,N/A,2017
Al-Farouq Aminu,202329,3,25,V,POR,82,2341,12.7,0.533,0.485,0.217,4.5,18.6,11.5,8.8,1.5,1.8,13.2,16.9,1.7,2.3,4,0.082,-0.4,0.7,0.2,1.3,N/A,N/A,2016
Al-Farouq Aminu,202329,3,24,V,DAL,74,1366,14.4,0.504,0.347,0.331,9.1,18.4,13.7,6.1,2.6,3.7,11.9,15.2,1.2,2,3.3,0.115,-0.5,2.9,2.4,1.5,6.4,-0.9,2015
Al-Farouq Aminu,202329,3,23,V,NOP,80,2045,13.2,0.516,0.097,0.277,7.2,21.2,14.1,8.4,2.1,1.6,13.7,14.3,1.3,1.8,3.1,0.072,-1.4,1,-0.3,0.9,7.5,-1.1,2014
Al-Farouq Aminu,202329,3,22,V,NOH,76,2066,13.7,0.519,0.04,0.289,7.9,26.2,16.9,7.8,2.4,2.1,17.8,14.6,0.7,2.4,3.1,0.073,-2,2.4,0.4,1.3,7.8,-1.1,2013
Al-Farouq Aminu,202329,3,21,V,NOH,66,1477,10.6,0.481,0.129,0.312,7.8,16.9,12.4,7.2,2.2,1.9,18,16.2,-0.4,1.8,1.4,0.044,-3,1.6,-1.3,0.2,8,-0.8,2012
Al-Farouq Aminu,202329,3,20,R,LAC,81,1452,9.6,0.499,0.352,0.293,6.1,15.4,10.8,6.4,2.1,1.3,18.3,17.3,-0.8,1.4,0.7,0.022,-3.1,0.1,-3,-0.4,7.6,-1.4,2011
Alan Anderson,101187,2,32,V,BRK,74,1744,10.6,0.563,0.477,0.23,2,11.1,6.6,7.2,1.7,0.2,11,14.2,1.7,1.1,2.7,0.075,0,-0.5,-0.5,0.6,-1,-10,2015
Alan Anderson,101187,3,31,V,BRK,78,1773,9.5,0.525,0.511,0.243,2.7,9.1,5.9,7.3,1.4,0.5,10.4,15.9,0.8,0.9,1.7,0.047,-0.8,-1.4,-2.2,-0.1,7,-2,2014
Alan Anderson,101187,3,30,V,TOR,65,1495,12.6,0.509,0.463,0.239,2.7,9.2,5.9,11.7,1.7,0.4,10.5,23.6,0.8,0.8,1.6,0.052,0.4,-2.4,-2,0,7.2,-0.5,2013
Alan Anderson,101187,3,23,R,CHA,36,564,10.4,0.52,0.32,0.227,4.4,10.3,7.2,9.3,1,0.6,13.9,18.2,0.2,0.3,0.4,0.037,-1.9,-1.8,-3.7,-0.2,-1,-10,2006
Alan Henderson,673,5,33,V,CLE,51,531,12.2,0.564,0,0.538,13.3,17.3,15.3,2.9,0.9,1.7,16.3,11.7,0.7,0.6,1.3,0.116,-2.2,-0.3,-2.4,-0.1,-1,-10,2006
Alan Henderson,673,4,32,V,DAL,78,1203,12.4,0.539,0.009,0.345,15.6,16.8,16.2,2.6,1.2,2.3,16.2,11.3,1.5,1.5,3.1,0.122,-0.9,0.6,-0.3,0.5,-1,-10,2005
Alan Henderson,673,5,30,V,ATL,82,1494,12.1,0.508,0.006,0.422,12.4,17.8,15.2,4.5,1.2,1.5,13.6,13.8,1.5,1.1,2.6,0.083,-2.1,-0.9,-3,-0.4,2.9,-0.9,2003
Alan Henderson,673,4,28,V,ATL,73,1810,14,0.487,0.001,0.404,11,14,12.5,4.9,1.5,1.1,13.8,22.6,0.5,1.4,1.9,0.05,-2.1,-1.3,-3.4,-0.6,3.7,-1.5,2001
Alan Henderson,673,4,27,V,ATL,82,2775,14.7,0.503,0.011,0.359,10.5,12.1,11.3,4.6,1.5,1.3,11.4,19.4,2.9,1.4,4.3,0.074,-0.2,-0.7,-0.8,0.8,4.5,-2.2,2000
Alan Henderson,673,3,26,V,ATL,38,1142,16,0.485,0.002,0.352,10.3,15.3,12.8,5.2,1.6,1.2,10.6,22.5,1.2,1.9,3.1,0.131,-0.9,0.3,-0.6,0.4,4.7,-2.2,1999
Alan Henderson,673,4,25,V,ATL,69,2000,18.4,0.534,0.008,0.515,12.2,13.8,13,6.7,1.1,1.3,10.6,23.9,4.2,1.8,6,0.144,0.9,-1.7,-0.8,0.6,4.7,-1.1,1998
Alan Henderson,673,4,24,V,ATL,30,501,15,0.51,0,0.463,11.4,16.1,13.8,8.3,2.3,0.9,12.9,21.1,0.5,0.9,1.3,0.126,-2,0.3,-1.7,0,4.8,-0.9,1997
Alan Williams,1626210,5,24,R,PHO,47,708,19.5,0.547,0.004,0.419,14,31.2,22.4,5.2,1.8,3.7,10.5,20.9,1.1,0.9,2.1,0.142,-1.8,0.2,-1.7,0.1,N/A,N/A,2017
Alec Burks,202692,2,27,V,TOT,64,1375,12.7,0.523,0.354,0.297,2.3,17,9.4,13.7,1.4,1.3,10.8,19,0.7,0.8,1.5,0.052,-1.5,-0.6,-2.2,-0.1,N/A,N/A,2019
Alec Burks,202692,2,26,V,UTA,64,1059,13.1,0.527,0.343,0.3,2.1,18.4,10.3,10,1.8,0.6,11.4,22.5,0.2,1.6,1.9,0.084,-2.5,-0.3,-2.8,-0.2,N/A,N/A,2018
Alec Burks,202692,2,25,V,UTA,42,653,11.6,0.501,0.306,0.315,3.1,17.7,10.6,7.5,1.4,0.6,11,22.7,-0.1,0.9,0.8,0.056,-3.3,-0.9,-4.2,-0.4,N/A,N/A,2017
Alec Burks,202692,2,24,V,UTA,31,797,14.3,0.52,0.237,0.422,2.4,13.6,8,13.9,1.2,0.4,11.4,25.9,0.7,0.8,1.5,0.09,-0.9,-1.6,-2.5,-0.1,N/A,N/A,2016
Alec Burks,202692,2,23,V,UTA,27,899,13,0.524,0.227,0.43,2.5,12.1,7.3,15.2,1,0.4,12.7,20.8,1.1,0.6,1.7,0.089,-0.4,-1.1,-1.6,0.1,11.1,-2.3,2015
Alec Burks,202692,2,22,V,UTA,78,2193,15.8,0.547,0.172,0.449,3,10.7,6.8,16.9,1.7,0.5,13,23.9,2.6,0.6,3.2,0.07,0.5,-1.7,-1.2,0.5,10.6,-2.2,2014
Alec Burks,202692,2,21,V,UTA,64,1137,11.5,0.507,0.237,0.332,3.8,11.2,7.5,13,1.6,0.9,14.3,20.7,0.3,0.7,1,0.044,-1.4,-1.3,-2.7,-0.2,12.6,-1.4,2013
Alec Burks,202692,2,20,R,UTA,59,939,14,0.506,0.126,0.401,6.9,9.3,8.1,9.5,1.5,0.4,10.8,22.5,1.1,0.4,1.5,0.076,-0.2,-2.2,-2.5,-0.1,15.9,0,2012
Alex Abrines,203518,2,25,V,OKC,31,588,6.3,0.507,0.809,0.083,0.9,7.8,4.2,4.3,1.3,0.9,7.9,12.2,0.1,0.6,0.6,0.053,-2.4,-0.9,-3.4,-0.2,N/A,N/A,2019
Alex Abrines,203518,2,24,V,OKC,75,1134,9,0.567,0.759,0.158,2.5,8.9,5.6,3.4,1.7,0.6,7.4,12.7,1.3,1,2.2,0.094,-0.5,-1.7,-2.2,-0.1,N/A,N/A,2018
Alex Abrines,203518,2,23,R,OKC,68,1055,10.1,0.56,0.724,0.144,1.9,7.1,4.5,5.5,1.7,0.6,8.3,15.9,1.2,0.9,2.1,0.095,-0.3,-2.2,-2.5,-0.1,N/A,N/A,2017
Alex Caruso,1627936,1,24,V,LAL,25,531,13.9,0.569,0.289,0.37,4,9,6.5,19.7,2.1,1.4,17.3,19,0.5,0.6,1,0.093,-0.9,0,-0.9,0.2,N/A,N/A,2019
Alex Caruso,1627936,1,23,R,LAL,37,562,8.7,0.519,0.371,0.259,2.9,9.4,6.2,17.8,2,1.4,24.5,12.9,-0.1,0.6,0.5,0.041,-3.4,0.5,-2.9,-0.1,N/A,N/A,2018
Alex Len,203458,5,25,V,ATL,77,1544,17.2,0.575,0.315,0.333,10.5,18.5,14.4,8.6,0.8,3.9,11.5,22.1,2.2,1,3.2,0.1,-0.1,-0.8,-0.9,0.4,N/A,N/A,2019
Alex Len,203458,5,24,V,PHO,69,1395,19.4,0.612,0.008,0.611,13.2,26.7,19.8,9.1,0.9,3.5,14,17,3.2,1.3,4.5,0.154,-0.3,1.1,0.8,1,N/A,N/A,2018
